PM10 시도별 대기정보,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
날짜,서울,부산,대구,인천,광주,대전,울산,경기,강원,충북,충남,전북,전남,경북,경남,제주,세종
2020-01-31,        30,        25,        30,        37,        42,        41,        20,        40,        22,        40,        47,        40,        37,        24,        27,        33,        43
2020-01-30,        18,        20,        18,        22,        37,        26,        19,        22,        16,        23,        31,        31,        31,        19,        17,        37,        27
2020-01-29,        17,        20,        22,        18,        23,        22,        19,        20,        18,        22,        23,        18,        16,        20,        16,        14,        24
2020-01-28,        12,        10,        12,        13,        13,        16,        12,        13,        15,        15,        19,        12,         9,        14,         8,        12,        17
2020-01-27,        11,        10,         6,        10,         5,         8,        11,        11,        13,        11,        12,         5,         5,        11,         5,        14,        11
2020-01-26,        27,        15,        18,        35,        35,        29,        14,        30,        18,        29,        46,        43,        31,        18,        16,        23,        38
2020-01-25,        49,        23,        23,        48,        49,        55,        20,        55,        26,        57,        80,        70,        43,        24,        25,        32,        75
2020-01-24,        71,        36,        42,        66,        63,        75,        40,        76,        45,        82,        78,        65,        49,        45,        37,        48,        82
2020-01-23,        62,        21,        43,        63,        25,        49,        21,        66,        41,        51,        63,        40,        22,        32,        22,        25,        58
2020-01-22,        45,        39,        63,        50,        28,        47,        38,        54,        36,        56,        54,        42,        27,        44,        40,        20,        62
2020-01-21,        44,        35,        35,        47,        28,        37,        33,        50,        36,        41,        44,        33,        26,        33,        29,        28,        44
2020-01-20,        52,        62,        59,        45,        74,        57,        60,        58,        53,        61,        54,        61,        62,        55,        54,        66,        60
2020-01-19,        63,        46,        54,        63,        69,        57,        43,        68,        54,        64,        72,        71,        65,        53,        48,        63,        63
2020-01-18,        64,        30,        45,        59,        38,        51,        32,        69,        40,        60,        44,        46,        29,        41,        33,        26,        55
2020-01-17,        58,        35,        49,        61,        32,        54,        29,        66,        37,        59,        52,        41,        25,        38,        31,        24,        59
2020-01-16,        43,        36,        35,        38,        28,        39,        30,        48,        35,        47,        38,        33,        25,        35,        27,        22,        45
2020-01-15,        38,        36,        36,        42,        35,        38,        31,        44,        31,        42,        36,        33,        27,        36,        30,        22,        40
2020-01-14,        31,        33,        31,        32,        24,        32,        25,        38,        25,        35,        33,        28,        23,        27,        26,        23,        38
2020-01-13,        26,        22,        21,        21,        19,        21,        20,        27,        26,        23,        23,        17,        17,        22,        17,        26,        23
2020-01-12,        46,        39,        33,        35,        21,        29,        34,        45,        49,        40,        31,        26,        21,        37,        29,        28,        35
2020-01-11,        54,        44,        49,        50,        45,        54,        38,        59,        51,        63,        48,        47,        40,        45,        41,        37,        58
2020-01-10,        64,        40,        46,        65,        32,        53,        40,        68,        45,        65,        53,        42,        32,        45,        35,        26,        61
2020-01-09,        50,        31,        37,        46,        33,        42,        30,        51,        39,        45,        43,        34,        30,        37,        28,        37,        45
2020-01-08,        27,        18,        15,        31,        33,        27,        12,        29,        13,        23,        40,        33,        28,        14,        14,        33,        31
2020-01-07,         8,        22,        38,        11,        13,        11,        21,        10,        15,        15,        11,        10,        16,        24,        20,        30,        13
2020-01-06,        38,        34,        52,        42,        25,        32,        35,        46,        41,        51,        41,        26,        24,        44,        34,        24,        58
2020-01-05,        52,        42,        45,        50,        45,        48,        44,        55,        42,        59,        50,        50,        42,        47,        36,        42,        57
2020-01-04,        55,        35,        50,        57,        61,        67,        35,        63,        45,        68,        66,        71,        53,        46,        39,        47,        69
2020-01-03,        67,        57,        66,        64,        69,        73,        50,        76,        54,        78,        79,        74,        54,        63,        54,        43,        75
2020-01-02,        59,        51,        55,        57,        49,        55,        46,        66,        45,        60,        65,        54,        40,        50,        43,        33,        61
2020-01-01,        34,        20,        23,        33,        21,        27,        18,        35,        26,        32,        34,        25,        19,        23,        18,        17,        32
2020-02-29,        24,        19,        30,        20,        15,        25,        16,        27,        22,        30,        33,        20,        16,        24,        21,        16,        33
2020-02-28,        25,        21,        27,        28,        20,        23,        21,        31,        22,        27,        38,        30,        18,        23,        24,        19,        30
2020-02-27,        13,        16,        14,        15,        42,        29,        15,        20,        12,        27,        41,        43,        35,        15,        20,        35,        35
2020-02-26,        18,        19,        19,        17,        14,        19,        19,        18,        12,        19,        23,        16,        15,        18,        17,        26,        23
2020-02-25,        20,        12,        16,        20,        22,        10,        12,        19,        20,        19,        19,        12,        24,        17,        12,        50,        23
2020-02-24,        35,        27,        35,        29,        24,        29,        31,        39,        41,        37,        31,        27,        21,        31,        25,        22,        36
2020-02-23,        23,        26,        23,        20,        23,        26,        24,        25,        27,        28,        27,        24,        22,        26,        24,        27,        27
2020-02-22,        72,        59,        65,        71,        76,        70,        54,        76,        60,        71,        79,        72,        74,        64,        58,        87,        73
2020-02-21,        59,        44,        57,        46,        40,        59,        47,        61,        59,        64,        55,        49,        37,        52,        43,        26,        67
2020-02-20,        58,        43,        54,        48,        34,        49,        43,        59,        43,        57,        49,        41,        34,        45,        41,        34,        60
2020-02-19,        33,        32,        32,        32,        26,        32,        27,        36,        28,        36,        32,        26,        23,        28,        28,        25,        38
2020-02-18,        23,        24,        23,        20,        20,        25,        21,        25,        26,        25,        25,        20,        19,        23,        20,        25,        24
2020-02-17,        30,        18,        19,        27,        17,        27,        15,        34,        26,        25,        31,        18,        20,        21,        15,        16,        26
2020-02-16,        25,        15,        16,        22,        12,        19,        15,        26,        17,        19,        21,        13,        13,        18,        13,        17,        20
2020-02-15,        63,        31,        51,        61,        36,        58,        34,        69,        48,        62,        82,        60,        37,        46,        41,        27,        77
2020-02-14,        82,        45,        49,        60,        34,        69,        37,        83,        61,        73,        88,        53,        32,        43,        38,        23,        89
2020-02-13,        71,        23,        29,        53,        22,        30,        26,        67,        37,        39,        49,        33,        15,        24,        19,        17,        32
2020-02-12,        47,        35,        63,        46,        27,        36,        37,        48,        48,        47,        47,        32,        24,        51,        36,        24,        47
2020-02-11,        56,        62,        64,        58,        56,        54,        50,        63,        46,        63,        63,        63,        59,        53,        57,        67,        54
2020-02-10,        48,        52,        47,        48,        55,        45,        49,        55,        40,        51,        60,        60,        59,        43,        52,        82,        47
2020-02-09,        36,        36,        30,        30,        28,        30,        31,        38,        34,        38,        35,        31,        27,        33,        27,        40,        34
2020-02-08,        40,        38,        38,        37,        36,        38,        35,        41,        36,        44,        43,        38,        36,        39,        34,        50,        40
2020-02-07,        36,        35,        44,        34,        32,        44,        30,        43,        37,        47,        42,        35,        28,        37,        34,        27,        44
2020-02-06,        39,        23,        28,        36,        19,        35,        18,        42,        25,        36,        36,        23,        19,        23,        19,        17,        37
2020-02-05,        23,        28,        23,        20,        20,        20,        22,        23,        21,        23,        23,        20,        21,        23,        22,        29,        22
2020-02-04,        24,        35,        31,        23,        26,        30,        28,        30,        30,        36,        30,        28,        27,        28,        32,        25,        33
2020-02-03,        25,        47,        37,        21,        34,        37,        36,        28,        28,        37,        34,        36,        29,        37,        38,        32,        37
2020-02-02,        69,        76,        78,        61,        58,        71,        68,        71,        64,        81,        74,        64,        55,        73,        72,        50,        79
2020-02-01,        69,        54,        66,        59,        57,        64,        53,        74,        57,        68,        71,        60,        54,        60,        52,        47,        66
2020-03-31,        50,        25,        34,        41,        33,        39,        27,        50,        40,        45,        41,        35,        29,        29,        27,        31,        43
2020-03-30,        52,        24,        30,        42,        36,        34,        25,        52,        30,        38,        48,        41,        31,        26,        26,        31,        47
2020-03-29,        41,        27,        28,        41,        36,        32,        26,        44,        24,        32,        46,        39,        30,        25,        25,        36,        39
2020-03-28,        34,        31,        37,        36,        34,        35,        33,        39,        30,        36,        41,        35,        31,        36,        32,        32,        37
2020-03-27,        42,        24,        35,        37,        22,        31,        23,        42,        27,        35,        38,        26,        20,        26,        22,        32,        39
2020-03-26,        50,        33,        43,        46,        17,        44,        36,        53,        47,        49,        46,        28,        19,        35,        34,        22,        60
2020-03-25,        50,        32,        43,        50,        40,        56,        35,        59,        46,        54,        62,        58,        33,        39,        34,        36,        63
2020-03-24,        57,        30,        38,        56,        55,        56,        30,        64,        36,        55,        68,        63,        46,        33,        33,        44,        65
2020-03-23,        50,        42,        40,        45,        41,        43,        40,        53,        39,        46,        52,        46,        36,        38,        34,        37,        46
2020-03-22,        40,        44,        53,        31,        40,        47,        48,        44,        40,        56,        50,        52,        45,        48,        49,        50,        51
2020-03-21,        54,        42,        57,        44,        46,        58,        55,        59,        62,        61,        54,        53,        39,        59,        41,        49,        62
2020-03-20,        41,        50,        56,        37,        40,        46,        53,        47,        37,        44,        45,        45,        38,        46,        44,        41,        44
2020-03-19,        59,        56,        58,        50,        50,        58,        58,        64,        57,        57,        59,        54,        45,        59,        47,        52,        58
2020-03-18,        58,        51,        50,        52,        49,        48,        52,        59,        43,        51,        50,        47,        43,        51,        46,        58,        57
2020-03-17,        51,        34,        53,        43,        37,        45,        40,        54,        34,        47,        51,        41,        29,        47,        34,        31,        51
2020-03-16,        24,        25,        25,        24,        26,        24,        25,        26,        21,        25,        30,        26,        24,        24,        21,        31,        25
2020-03-15,        41,        37,        36,        36,        50,        43,        34,        48,        40,        50,        52,        45,        47,        42,        33,        64,        49
2020-03-14,        41,        23,        27,        35,        28,        30,        26,        44,        39,        35,        39,        32,        24,        31,        21,        32,        34
2020-03-13,        31,        43,        35,        28,        30,        24,        45,        33,        32,        31,        32,        30,        30,        34,        36,        34,        27
2020-03-12,        34,        31,        36,        33,        32,        33,        32,        38,        42,        38,        35,        32,        27,        34,        28,        27,        36
2020-03-11,        33,        30,        29,        30,        36,        33,        27,        37,        33,        35,        41,        36,        32,        31,        26,        38,        36
2020-03-10,        41,        17,        28,        47,        32,        39,        17,        44,        17,        33,        53,        39,        26,        22,        20,        30,        59
2020-03-09,        58,        26,        40,        66,        34,        43,        27,        74,        40,        49,        86,        72,        28,        31,        31,        23,        81
2020-03-08,        59,        29,        35,        64,        23,        33,        27,        68,        36,        41,        69,        43,        21,        30,        25,        25,        51
2020-03-07,        55,        32,        46,        51,        26,        37,        39,        60,        43,        43,        54,        37,        21,        40,        31,        21,        55
2020-03-06,        41,        38,        39,        36,        28,        34,        39,        44,        39,        39,        36,        32,        27,        35,        34,        24,        43
2020-03-05,        36,        40,        38,        29,        28,        36,        42,        37,        43,        39,        36,        33,        27,        39,        34,        28,        37
2020-03-04,        46,        27,        30,        41,        32,        32,        28,        45,        40,        39,        39,        31,        29,        32,        25,        34,        34
2020-03-03,        45,        17,        23,        44,        35,        42,        19,        49,        31,        42,        47,        41,        28,        24,        24,        30,        46
2020-03-02,        38,        31,        37,        34,        35,        41,        31,        41,        32,        44,        44,        38,        33,        36,        31,        38,        45
2020-03-01,        45,        24,        33,        38,        30,        37,        24,        45,        30,        41,        45,        35,        24,        29,        25,        25,        54
2020-04-30,        34,        31,        41,        31,        37,        35,        39,        40,        39,        39,        35,        35,        30,        40,        31,        36,        39
2020-04-29,        44,        45,        44,        33,        34,        38,        48,        47,        50,        45,        37,        35,        29,        47,        36,        27,        41
2020-04-28,        36,        33,        32,        33,        33,        34,        34,        39,        33,        31,        37,        36,        27,        30,        29,        30,        36
2020-04-27,        32,        34,        32,        29,        32,        31,        32,        35,        26,        30,        34,        33,        27,        29,        29,        31,        31
2020-04-26,        30,        49,        37,        26,        29,        29,        44,        32,        31,        33,        31,        29,        32,        42,        37,        49,        31
2020-04-25,        58,        55,        56,        51,        62,        71,        59,        63,        62,        61,        65,        63,        52,        58,        49,        66,        67
2020-04-24,        39,        39,        38,        35,        36,        42,        39,        44,        42,        39,        42,        39,        32,        41,        32,        48,        40
2020-04-23,        43,        50,        51,        40,        52,        55,        47,        47,        35,        49,        53,        54,        48,        50,        42,        53,        53
2020-04-22,        83,        47,        54,        77,        65,        68,        44,        92,        85,        68,        82,        67,        56,        58,        43,        47,        70
2020-04-21,        35,        33,        30,        30,        29,        34,        28,        37,        37,        34,        38,        35,        27,        32,        27,        36,        34
2020-04-20,        14,        20,        19,        14,        20,        15,        19,        16,        15,        16,        19,        17,        17,        17,        18,        31,        15
2020-04-19,        24,        19,        23,        22,        22,        24,        20,        25,        19,        22,        31,        31,        20,        20,        20,        26,        27
2020-04-18,        26,        38,        32,        27,        40,        40,        32,        31,        21,        35,        44,        40,        39,        28,        31,        60,        44
2020-04-17,        39,        25,        28,        39,        26,        33,        25,        40,        27,        29,        43,        31,        26,        25,        25,        51,        40
2020-04-16,        52,        38,        37,        46,        43,        51,        34,        57,        37,        54,        53,        46,        39,        35,        37,        44,        55
2020-04-15,        62,        35,        44,        53,        40,        49,        37,        66,        53,        61,        54,        48,        32,        45,        30,        32,        61
2020-04-14,        50,        30,        31,        47,        30,        33,        30,        50,        37,        34,        45,        37,        29,        26,        26,        30,        37
2020-04-13,        23,        19,        16,        25,        20,        21,        20,        26,        17,        18,        27,        22,        19,        19,        17,        26,        23
2020-04-12,        30,        19,        21,        30,        26,        28,        20,        31,        27,        31,        33,        31,        22,        25,        17,        21,        33
2020-04-11,        38,        23,        30,        29,        27,        39,        27,        42,        35,        41,        34,        38,        21,        30,        23,        28,        40
2020-04-10,        42,        19,        27,        42,        42,        39,        17,        46,        24,        38,        44,        40,        34,        21,        27,        42,        42
2020-04-09,        47,        40,        39,        42,        34,        35,        40,        50,        37,        40,        43,        39,        31,        37,        36,        36,        40
2020-04-08,        43,        52,        41,        38,        32,        35,        48,        45,        44,        39,        39,        37,        33,        44,        41,        56,        36
2020-04-07,        57,        74,        85,        36,        50,        56,        83,        62,        79,        77,        47,        44,        50,        83,        63,        56,        65
2020-04-06,        53,        39,        43,        42,        39,        44,        42,        54,        50,        53,        48,        43,        36,        42,        35,        32,        54
2020-04-05,        47,        34,        33,        44,        32,        35,        31,        48,        33,        41,        45,        36,        31,        31,        32,        36,        39
2020-04-04,        68,        48,        57,        60,        69,        68,        47,        77,        59,        77,        82,        73,        61,        59,        50,        68,        74
2020-04-03,        56,        37,        43,        47,        47,        44,        40,        56,        40,        47,        54,        52,        40,        39,        33,        48,        50
2020-04-02,        39,        30,        38,        36,        41,        38,        29,        40,        31,        37,        43,        42,        39,        33,        31,        56,        42
2020-04-01,        69,        35,        56,        60,        43,        50,        41,        74,        49,        66,        61,        49,        40,        49,        41,        44,        58
2020-05-31,        40,        26,        39,        33,        32,        38,        34,        42,        31,        38,        43,        40,        30,        32,        32,        26,        40
2020-05-30,        39,        29,        36,        41,        39,        34,        33,        42,        22,        29,        43,        43,        35,        28,        32,        47,        37
2020-05-29,        34,        33,        34,        29,        37,        37,        35,        37,        23,        37,        34,        37,        34,        28,        34,        41,        34
2020-05-28,        28,        35,        33,        21,        34,        33,        42,        31,        25,        34,        30,        32,        27,        28,        31,        37,        32
2020-05-27,        23,        32,        26,        19,        30,        27,        32,        26,        19,        29,        27,        29,        28,        24,        29,        35,        28
2020-05-26,        38,        42,        41,        28,        32,        49,        47,        40,        33,        50,        42,        44,        30,        38,        36,        31,        43
2020-05-25,        36,        35,        25,        27,        27,        31,        39,        41,        26,        53,        41,        31,        21,        25,        26,        35,        34
2020-05-24,        24,        26,        28,        20,        26,        28,        32,        27,        23,        29,        27,        29,        24,        27,        27,        36,        29
2020-05-23,        46,        20,        27,        38,        26,        33,        22,        48,        25,        27,        41,        33,        22,        21,        24,        35,        35
2020-05-22,        42,        18,        31,        37,        26,        33,        17,        43,        23,        30,        39,        34,        23,        23,        27,        28,        34
2020-05-21,        21,        29,        33,        22,        22,        21,        29,        23,        17,        18,        28,        25,        23,        23,        29,        28,        25
2020-05-20,         7,        15,        14,         9,        15,        11,        15,        10,        12,         9,        15,        15,        16,        12,        16,        27,        12
2020-05-19,        14,        30,        25,        12,        24,        16,        27,        14,        11,        16,        21,        23,        26,        21,        26,        47,        18
2020-05-18,        41,        27,        43,        41,        26,        31,        34,        47,        25,        40,        41,        33,        27,        29,        29,        25,        36
2020-05-17,        41,        24,        53,        32,        36,        31,        34,        43,        37,        40,        37,        35,        31,        41,        32,        32,        34
2020-05-16,        23,        33,        38,        16,        25,        25,        29,        23,        19,        26,        19,        25,        27,        26,        31,        32,        22
2020-05-15,        30,        30,        40,        28,        22,        42,        38,        32,        31,        37,        34,        28,        24,        46,        28,        32,        42
2020-05-14,        41,        86,       107,        38,        72,        56,       112,        48,        53,        55,        55,        84,        51,        98,        77,        50,        62
2020-05-13,        30,        36,        47,        29,        31,        32,        43,        36,        41,        35,        33,        32,        31,        44,        35,        33,        33
2020-05-12,        40,        50,        61,        33,        53,        59,        56,        49,        48,        55,        49,        56,        48,        61,        48,        66,        49
2020-05-11,       112,        50,        58,       103,        51,        59,        56,       116,        83,        66,        75,        58,        48,        59,        47,        55,        59
2020-05-10,        29,        21,        22,        24,        21,        23,        22,        30,        17,        22,        28,        25,        18,        18,        19,        32,        25
2020-05-09,        13,        17,        17,        12,         9,        11,        22,        14,        12,        13,        14,        12,        13,        17,        14,        27,        16
2020-05-08,        26,        25,        32,        26,        29,        24,        30,        31,        23,        20,        31,        33,        25,        28,        26,        39,        27
2020-05-07,        27,        17,        21,        29,        33,        25,        18,        32,        18,        21,        32,        33,        26,        18,        20,        34,        25
2020-05-06,        33,        31,        34,        34,        33,        33,        29,        38,        22,        30,        39,        34,        32,        28,        32,        36,        33
2020-05-05,        36,        27,        34,        34,        32,        31,        29,        38,        24,        31,        31,        32,        30,        27,        33,        37,        29
2020-05-04,        35,        33,        40,        32,        24,        28,        37,        38,        27,        32,        34,        30,        23,        36,        34,        29,        28
2020-05-03,        28,        28,        32,        27,        13,        20,        31,        29,        30,        24,        25,        17,        15,        31,        26,        24,        27
2020-05-02,        48,        39,        50,        40,        33,        37,        46,        51,        49,        42,        42,        39,        35,        48,        38,        35,        44
2020-05-01,        50,        41,        49,        42,        41,        44,        47,        50,        49,        45,        44,        43,        40,        48,        39,        44,        47
2020-06-30,         8,        21,        11,         8,         6,         6,        18,        10,        10,         7,         9,         7,        11,        10,        13,        28,         5
2020-06-29,        35,        30,        43,        35,        27,        27,        39,        38,        31,        33,        30,        31,        25,        34,        31,        31,        31
2020-06-28,        29,        40,        34,        23,        34,        26,        41,        31,        27,        34,        29,        35,        33,        33,        39,        34,        27
2020-06-27,        25,        31,        38,        18,        31,        25,        37,        30,        32,        32,        28,        32,        29,        30,        32,        27,        32
2020-06-26,        22,        22,        25,        19,        18,        18,        31,        24,        21,        21,        21,        21,        16,        22,        21,        20,        21
2020-06-25,        13,        18,        25,        14,        26,        15,        20,        16,        13,        17,        16,        20,        21,        20,        18,        27,        17
2020-06-24,        28,        20,        28,        27,        16,        22,        27,        31,        22,        23,        28,        19,        19,        22,        21,        20,        28
2020-06-23,        42,        23,        34,        33,        25,        44,        28,        50,        34,        43,        48,        38,        25,        28,        26,        26,        52
2020-06-22,        39,        24,        30,        35,        39,        36,        28,        45,        30,        34,        45,        43,        29,        23,        25,        30,        41
2020-06-21,        34,        19,        27,        29,        35,        34,        17,        38,        32,        40,        39,        39,        28,        21,        25,        27,        39
2020-06-20,        38,        20,        26,        35,        36,        46,        20,        41,        24,        38,        42,        44,        30,        20,        30,        25,        47
2020-06-19,        25,        24,        25,        22,        21,        24,        24,        29,        15,        25,        33,        28,        18,        21,        25,        14,        29
2020-06-18,        35,        14,        22,        35,        15,        23,        18,        42,        40,        28,        30,        23,        10,        23,        15,        15,        27
2020-06-17,        49,        21,        34,        46,        44,        40,        29,        53,        36,        36,        41,        47,        33,        26,        27,        42,        41
2020-06-16,        56,        26,        30,        54,        36,        36,        27,        57,        28,        37,        46,        42,        29,        24,        28,        37,        42
2020-06-15,        26,        29,        28,        24,        28,        27,        29,        31,        32,        32,        28,        31,        24,        26,        27,        25,        28
2020-06-14,        37,        14,        16,        34,        15,        10,        16,        41,        31,        18,        24,        15,        13,        15,        14,        18,        13
